ko,DEFINITION
K00001,E1.1.1.1, adh; alchl dehydrgenase [EC1.1.1.1]
K04541,GNG4; guanine nucletide-binding prtein G(I)/G(S)/G(O) subunit gamma-4
K04542,GNG5; guanine nucletide-binding prtein G(I)/G(S)/G(O) subunit gamma-5
K04543,GNG7; guanine nucletide-binding prtein G(I)/G(S)/G(O) subunit gamma-7
K04544,GNG8; guanine nucletide-binding prtein G(I)/G(S)/G(O) subunit gamma-8
K04545,GNG10; guanine nucletide-binding prtein G(I)/G(S)/G(O) subunit gamma-10
K04546,GNG11; guanine nucletide-binding prtein G(I)/G(S)/G(O) subunit gamma-11
K04547,GNG13; guanine nucletide-binding prtein G(I)/G(S)/G(O) subunit gamma-13
K04548,GNGT1; guanine nucletide-binding prtein G(T) subunit gamma-T1
K04549,GNGT2; guanine nucletide-binding prtein G(I)/G(S)/G(O) subunit gamma-T2
K04550,LRP1, CD91; lw-density lipprtein receptr-related prtein 1 (alpha-2-macrglbulin receptr)
K04551,UBB; ubiquitin B
K04552,UBE2L3, UBCH7; ubiquitin-cnjugating enzyme E2 L3 [EC2.3.2.23]
K04553,UBE2L6, UBCH8; ubiquitin-cnjugating enzyme E2 L6 [EC2.3.2.23]
K04554,UBE2J2, NCUBE2, UBC6; ubiquitin-cnjugating enzyme E2 J2 [EC2.3.2.23]
K04555,UBE2G2, UBC7; ubiquitin-cnjugating enzyme E2 G2 [EC2.3.2.23]
K04556,PARK2; parin [EC2.3.2.31]
K04557,SEPT5, PNUTL1, CDCREL1; septin 5
K04558,SNCAIP; synuclein, alpha interacting prtein (synphilin)
K04559,HIP1; huntingtin interacting prtein 1
K04560,STX1A; syntaxin 1A
K04561,nrB; nitric xide reductase subunit B [EC1.7.2.5]
K04562,flhG, fleN; flagellar bisynthesis prtein FlhG
K04563,CDC28, CDC2; cyclin-dependent inase [EC2.7.11.22]
K04564,SOD2; superxide dismutase, Fe-Mn family [EC1.15.1.1]
K04565,SOD1; superxide dismutase, Cu-Zn family [EC1.15.1.1]
K04566,lysK; lysyl-tRNA synthetase, class I [EC6.1.1.6]
K04567,KARS, lysS; lysyl-tRNA synthetase, class II [EC6.1.1.6]
K04568,epmA, pxA; elngatin factr P--(R)-beta-lysine ligase [EC6.3.1.-]
K04569,CCS; cpper chaperne fr superxide dismutase
K04570,BCL2L1, bcl-xL; Bcl-2-lie 1 (apptsis regulatr Bcl-X)
K04571,SSR4; translcn-assciated prtein subunit delta
K04572,NEFL, NF-L; neurfilament light plypeptide
K04573,NEF3, NF-M; neurfilament medium plypeptide (neurfilament 3)
K04574,NEFH, NF-H; neurfilament heavy plypeptide
K04575,ALS2; amytrphic lateral sclersis 2 prtein
K04576,CALCR; calcitnin receptr
K04577,CALCRL; calcitnin receptr-lie
K04578,CRHR1; crtictrpin releasing hrmne receptr 1
K04579,CRHR2; crtictrpin releasing hrmne receptr 2
K04580,GIPR; gastric inhibitry plypeptide receptr
K04581,GLP1R; glucagn-lie peptide 1 receptr
K04582,GLP2R; glucagn-lie peptide 2 receptr
K04583,GCGR; glucagn receptr
K04584,GHRHR; grwth hrmne releasing hrmne receptr
K04585,PTHR1; parathyrid hrmne receptr 1
K04586,PTHR2; parathyrid hrmne receptr 2
K04587,ADCYAP1R1, PACAPRI; pituitary adenylate cyclase-activating plypeptide type I receptr
K04588,SCTR; secretin receptr
K04589,VIPR1; vasactive intestinal peptide receptr 1
K04590,VIPR2; vasactive intestinal peptide receptr 2
K04591,ADGRE1, EMR1; adhesin G prtein-cupled receptr E1
K04592,ADGRL1, LPHN1; adhesin G prtein-cupled receptr L1
K04593,ADGRL2, LPHN2; adhesin G prtein-cupled receptr L2
K04594,ADGRL3, LPHN3; adhesin G prtein-cupled receptr L3
K04595,ADGRL4, ELTD1; adhesin G prtein-cupled receptr L4
K04596,ADGRB1, BAI1; adhesin G prtein-cupled receptr B1
K04597,ADGRB2, BAI2; adhesin G prtein-cupled receptr B2
K04598,ADGRB3, BAI3; adhesin G prtein-cupled receptr B3
K04599,MTH; G prtein-cupled receptr Mth (Methuselah prtein)
K04600,CELSR1; cadherin EGF LAG seven-pass G-type receptr 1
K04601,CELSR2; cadherin EGF LAG seven-pass G-type receptr 2
K04602,CELSR3; cadherin EGF LAG seven-pass G-type receptr 3
K04603,GRM1; metabtrpic glutamate receptr 1
K04604,GRM5; metabtrpic glutamate receptr 5
K04605,GRM2; metabtrpic glutamate receptr 2
K04606,GRM3; metabtrpic glutamate receptr 3
K04607,GRM4; metabtrpic glutamate receptr 4
K04608,GRM6; metabtrpic glutamate receptr 6
K04609,GRM7; metabtrpic glutamate receptr 7
K04610,GRM8; metabtrpic glutamate receptr 8
K04611,MXR; metabtrpic X receptr
K04612,CASR; calcium-sensing receptr
K04613,V2R; vmernasal 2 receptr
K04614,V1R; vmernasal 1 receptr
K04615,GABBR; gamma-aminbutyric acid type B receptr
K04617,GPR156, GABABL; gamma-aminbutyric acid type B receptr-lie
K04618,GAOA; galactse xidase [EC1.1.3.9]
K04619,GPRC5B; G prtein-cupled receptr family C grup 5 member B
K04620,GPRC5C; G prtein-cupled receptr family C grup 5 member C
K04621,GPRC5D; G prtein-cupled receptr family C grup 5 member D
K04622,GPRC6A; G prtein-cupled receptr family C grup 6 member A
K04623,BOSS; bride f sevenless prtein
K04624,TAS1R1; taste receptr type 1 member 1
K04625,TAS1R2; taste receptr type 1 member 2
K04626,TAS1R3; taste receptr type 1 member 3
K04627,STE3; phermne a factr receptr
K04628,CGT, UGT8; ceramide galactsyltransferase [EC2.4.1.47]
K04629,CARN; cAMP receptr
K04630,GNAI; guanine nucletide-binding prtein G(i) subunit alpha
K04631,GNAT1_2; guanine nucletide-binding prtein G(t) subunit alpha 1/2
K04632,GNAS; guanine nucletide-binding prtein G(s) subunit alpha
K04633,GNAL; guanine nucletide-binding prtein G(lf) subunit alpha
K04634,GNAQ; guanine nucletide-binding prtein G(q) subunit alpha
K04635,GNA11; guanine nucletide-binding prtein subunit alpha-11
K04636,GNA14; guanine nucletide-binding prtein subunit alpha-14
K04637,GNA15; guanine nucletide-binding prtein subunit alpha-15
K04638,IFT57, HIPPI, ESRRBL1; intraflagellar transprt prtein 57
K04639,GNA13; guanine nucletide-binding prtein subunit alpha-13
K04640,GNA; guanine nucletide-binding prtein subunit alpha, ther
K04641,bp; bacterirhdpsin
K04642,hp; halrhdpsin
K04643,sp; sensry rhdpsin
K04644,CLTA, LCA; clathrin light chain A
K04645,CLTB, LCB; clathrin light chain B
K04646,CLTC; clathrin heavy chain
K04647,HAP1; huntingtin-assciated prtein 1
K04648,DCTN1; dynactin 1
K04649,HIP2, UBC1; ubiquitin-cnjugating enzyme (huntingtin interacting prtein 2) [EC2.3.2.23]
K04650,NCOR1, N-CR; nuclear receptr c-repressr 1
K04651,hypA, hybF; hydrgenase nicel incrpratin prtein HypA/HybF
K04652,hypB; hydrgenase nicel incrpratin prtein HypB
K04653,hypC; hydrgenase expressin/frmatin prtein HypC
K04654,hypD; hydrgenase expressin/frmatin prtein HypD
K04655,hypE; hydrgenase expressin/frmatin prtein HypE
K04656,hypF; hydrgenase maturatin prtein HypF
K04657,CHRD; chrdin
K04658,NOG; nggin
K04659,THBS2S; thrmbspndin 2/3/4/5
K04660,DCN; decrin
K04661,FST; fllistatin
K04662,BMP4; bne mrphgenetic prtein 4
K04663,BMP5; bne mrphgenetic prtein 5
K04664,GDF5; grwth differentiatin factr 5
K04665,AMH; anti-mullerian hrmne
K04666,NODAL; ndal
K04667,INHBA; inhibin beta A chain
K04668,LEFTY; left-right determinatin factr
K04669,TGFBRX; TGF-beta receptr, ther
K04670,ACVR2A; activin receptr type-2A [EC2.7.11.30]
K04671,BMPR2; bne mrphgenetic prtein receptr type-2 [EC2.7.11.30]
K04672,AMHR2; anti-mullerian hrmne receptr type-2 [EC2.7.11.30]
K04673,BMPR1A, ALK3, CD292; bne mrphgenetic prtein receptr type-1A [EC2.7.11.30]
K04674,TGFBR1, ALK5; TGF-beta receptr type-1 [EC2.7.11.30]
K04675,ACVR1, ALK2; activin receptr type-1 [EC2.7.11.30]
K04676,SMAD1; mthers against decapentaplegic hmlg 1
K04677,SMAD6; mthers against decapentaplegic hmlg 6
K04678,SMURF; E3 ubiquitin ligase SMURF1/2 [EC2.3.2.26]
K04679,MADHIP, SARA; MAD, mthers against decapentaplegic interacting prtein
K04680,ID1; DNA-binding prtein inhibitr ID1
K04681,RBL1; retinblastma-lie prtein 1
K04682,E2F4_5; transcriptin factr E2F4/5
K04683,TFDP1; transcriptin factr Dp-1
K04684,SP1; transcriptin factr Sp1
K04685,CDKN2B, P15, INK4B; cyclin-dependent inase inhibitr 2B
K04686,PITX2; paired-lie hmedmain transcriptin factr 2
K04687,IFNG; interfern gamma
K04688,RPS6KB; ribsmal prtein S6 inase beta [EC2.7.11.1]
K04690,FZDN, fz3; frizzled
K04691,hhB, degS; serine prtease DegS [EC3.4.21.-]
K04692,STAT3; signal transducer and activatr f transcriptin 3
K04693,IRF9, ISGF3G, P48; interfern regulatry factr 9
K04694,SOCS1, JAB; suppressr f cytine signaling 1
K04695,SOCS2, CIS2; suppressr f cytine signaling 2
K04696,SOCS3, CIS3; suppressr f cytine signaling 3
K04697,SOCS4; suppressr f cytine signaling 4
K04698,SOCS5; suppressr f cytine signaling 5
K04699,SOCS6_7; suppressr f cytine signaling 6/7
K04701,CISH; cytine inducible SH2-cntaining prtein
K04702,PIM1; prt-ncgene serine/threnine-prtein inase Pim-1 [EC2.7.11.1]
K04703,SPRED; spruty-related, EVH1 dmain-cntaining prtein
K04704,SPRY1; prtein spruty hmlg 1
K04705,STAM; signal transducing adaptr mlecule
K04706,PIAS1; E3 SUMO-prtein ligase PIAS1 [EC2.3.2.-]
K04707,CBL; E3 ubiquitin-prtein ligase CBL [EC2.3.2.27]
K04708,KDSR; 3-dehydrsphinganine reductase [EC1.1.1.102]
K04709,LAG1; Acyl-CA-dependent ceramide synthase [EC2.3.1.24]
K04710,CERS1_2_3_4, LASS1_2_3_4; ceramide synthetase [EC2.3.1.24]
K04711,ACER3, YDC1; dihydrceramidase [EC3.5.1.-]
K04712,DEGS; sphinglipid 4-desaturase/C4-mnxygenase [EC1.14.19.17 1.14.18.5]
K04713,SUR2; sphinganine C4-mnxygenase [EC1.14.18.5]
K04714,SGMS; shingmyelin synthase [EC2.7.8.27]
K04715,CERK; ceramide inase [EC2.7.1.138]
K04716,SGPP1; sphingsine-1-phsphate phsphatase 1 [EC3.1.3.-]
K04717,SGPP2; sphingsine-1-phsphate phsphtase 2 [EC3.1.3.-]
K04718,SPHK; sphingsine inase [EC2.7.1.91]
K04719,bluB; 5,6-dimethylbenzimidazle synthase [EC1.13.11.79]
K04720,cbD; threnine-phsphate decarbxylase [EC4.1.1.81]
K04721,TNFSF10, TRAIL, CD253; tumr necrsis factr ligand superfamily member 10
K04722,TNFRSF10A_B, TRAILR1_2, DR4_5, CD261_2; tumr necrsis factr receptr superfamily member 10A/B
K04723,IL1RAP; interleuin 1 receptr accessry prtein
K04724,CFLAR, FLIP; CASP8 and FADD-lie apptsis regulatr
K04725,XIAP, BIRC4; E3 ubiquitin-prtein ligase XIAP [EC2.3.2.27]
K04726,BID; BH3 interacting dmain death agnist
K04727,AIFM1, PDCD8; apptsis-inducing factr 1 [EC1.-.-.-]
K04728,ATM, TEL1; serine-prtein inase ATM [EC2.7.11.1]
K04729,MYD88; myelid differentiatin primary respnse prtein MyD88
K04730,IRAK1; interleuin-1 receptr-assciated inase 1 [EC2.7.11.1]
K04731,IRAK2; interleuin-1 receptr-assciated inase 2 [EC2.7.11.1]
K04732,IRAK3; interleuin-1 receptr-assciated inase 3 [EC2.7.11.1]
K04733,IRAK4; interleuin-1 receptr-assciated inase 4 [EC2.7.11.1]
K04734,NFKBIA; NF-appa-B inhibitr alpha
K04735,RELA; transcriptin factr p65
K04736,IL3; interleuin 3
K04737,IL3RA, CD123; interleuin 3 receptr alpha
K04738,CSF2RB, IL3RB, CD131; cytine receptr cmmn subunit beta
K04739,PRKAR; cAMP-dependent prtein inase regulatr
K04740,CAPN12; calpain-12 [EC3.4.22.-]
K04741,CASP12; caspase 12 [EC3.4.22.-]
K04742,CHST12; chndritin 4-sulftransferase 12 [EC2.8.2.5]
K04743,CHST7; chndritin 6-sulftransferase 7 [EC2.8.2.17]
K04744,lptD, imp, stA; LPS-assembly prtein
K04745,CHST2; carbhydrate 6-sulftransferase 2 [EC2.8.2.-]
K04746,CHST4; carbhydrate 6-sulftransferase 4 [EC2.8.2.-]
K04747,nrF; nitric xide reductase NrF prtein
K04748,nrQ; nitric xide reductase NrQ prtein
K04749,rsbV; anti-sigma B factr antagnist
K04750,phnB; PhnB prtein
K04751,glnB; nitrgen regulatry prtein P-II 1
K04752,glnK; nitrgen regulatry prtein P-II 2
K04753,sufI; suppressr f ftsI
K04754,mlaA, vacJ; phsphlipid-binding lipprtein MlaA
K04755,fdx; ferredxin, 2Fe-2S
K04756,ahpD; alyl hydrperxide reductase subunit D
K04757,rsbW; serine/threnine-prtein inase RsbW [EC2.7.11.1]
K04758,feA; ferrus irn transprt prtein A
K04759,feB; ferrus irn transprt prtein B
K04760,greB; transcriptin elngatin factr GreB
K04761,xyR; LysR family transcriptinal regulatr, hydrgen perxide-inducible genes activatr
K04762,hslR; ribsme-assciated heat shc prtein Hsp15
K04763,xerD; integrase/recmbinase XerD
K04764,ihfA, himA; integratin hst factr subunit alpha
K04765,mazG; nucleside triphsphate diphsphatase [EC3.6.1.9]
K04766,acuA; acetin utilizatin prtein AcuA [EC2.3.1.-]
K04767,acuB; acetin utilizatin prtein AcuB
K04768,acuC; acetin utilizatin prtein AcuC
K04769,spVT; AbrB family transcriptinal regulatr, stage V sprulatin prtein T
K04770,lnH; Ln-lie ATP-dependent prtease [EC3.4.21.-]
K04771,degP, htrA; serine prtease D [EC3.4.21.107]
K04772,degQ, hhA; serine prtease DegQ [EC3.4.21.-]
K04773,sppA; prtease IV [EC3.4.21.-]
K04774,shB; serine prtease ShB [EC3.4.21.-]
K04775,ydgD; prtease YdgD [EC3.4.21.-]
K04778,vibH; vibribactin synthetase
K04780,dhbF; nnribsmal peptide synthetase DhbF
K04781,mbtI, irp9, ybtS; salicylate synthetase [EC5.4.4.2 4.2.99.21]
K04782,pchB; ischrismate pyruvate lyase [EC4.2.99.21]
K04783,irp5, ybtE; yersiniabactin salicyl-AMP ligase [EC6.3.2.-]
K04784,irp2, HMWP2; yersiniabactin nnribsmal peptide synthetase
K04785,irp3, ybtU; yersiniabactin synthetase, thiazlinyl reductase cmpnent
K04786,irp1, HMWP1; yersiniabactin nnribsmal peptide/plyetide synthase
K04787,mbtA; mycbactin salicyl-AMP ligase [EC6.3.2.-]
K04788,mbtB; mycbactin phenylxazline synthetase
K04789,mbtE; mycbactin peptide synthetase MbtE
K04790,mbtC; mycbactin plyetide synthetase MbtC
K04791,mbtD; mycbactin plyetide synthetase MbtD
K04792,mbtF; mycbactin peptide synthetase MbtF
K04793,mbtG; mycbactin lysine-N-xygenase
K04794,PTH2; peptidyl-tRNA hydrlase, PTH2 family [EC3.1.1.29]
K04795,flpA; fibrillarin-lie pre-rRNA prcessing prtein
K04796,RUXX; small nuclear ribnucleprtein
K04797,pfdA, PFDN5; prefldin alpha subunit
K04798,pfdB, PFDN6; prefldin beta subunit
K04799,FEN1, RAD2; flap endnuclease-1 [EC3.-.-.-]
K04800,rfcL; replicatin factr C large subunit
K04801,rfcS; replicatin factr C small subunit
K04802,PCNA; prliferating cell nuclear antigen
K04803,CHRNA1; nictinic acetylchline receptr alpha-1
K04804,CHRNA2; nictinic acetylchline receptr alpha-2
K04805,CHRNA3; nictinic acetylchline receptr alpha-3
K04806,CHRNA4; nictinic acetylchline receptr alpha-4
K04807,CHRNA5; nictinic acetylchline receptr alpha-5
K04808,CHRNA6; nictinic acetylchline receptr alpha-6
K04809,CHRNA7; nictinic acetylchline receptr alpha-7
K04810,CHRNA9; nictinic acetylchline receptr alpha-9
K04811,CHRNA10; nictinic acetylchline receptr alpha-10
K04812,CHRNB1; nictinic acetylchline receptr beta-1
K04813,CHRNB2; nictinic acetylchline receptr beta-2
K04814,CHRNB3; nictinic acetylchline receptr beta-3
K04815,CHRNB4; nictinic acetylchline receptr beta-4
K04816,CHRND; nictinic acetylchline receptr delta
K04817,CHRNE; nictinic acetylchline receptr epsiln
K04818,CHRNG; nictinic acetylchline receptr gamma
K04819,HTR3; 5-hydrxytryptamine receptr 3
K04824,SCNN1A, ENACA; amilride-sensitive sdium channel subunit alpha
K04825,SCNN1B, ENACB; amilride-sensitive sdium channel subunit beta
K04826,SCNN1D, ENACD; amilride-sensitive sdium channel subunit delta
K04827,SCNN1G, ENACG; amilride-sensitive sdium channel subunit gamma
K04828,ASIC2, ACCN1, BNAC1; acid-sensing in channel 2
K04829,ASIC1, ACCN2, BNAC2; acid-sensing in channel 1
K04830,ASIC3, ACCN3; acid-sensing in channel 3
K04831,ASIC4, ACCN4, BNAC4; acid-sensing in channel 4
K04832,ASIC5, ACCN5; acid-sensing in channel 5
K04833,SCN1A, NAV1.1; vltage-gated sdium channel type I alpha
K04834,SCN2A, NAV1.2; vltage-gated sdium channel type II alpha
K04835,mal; methylaspartate ammnia-lyase [EC4.3.1.2]
K04836,SCN3A, NAV1.3; vltage-gated sdium channel type III alpha
K04837,SCN4A, NAV1.4; vltage-gated sdium channel type IV alpha
K04838,SCN5A, NAV1.5; vltage-gated sdium channel type V alpha
K04839,SCN7A, SCN6A; vltage-gated sdium channel type VII alpha
K04840,SCN8A, NAV1.6; vltage-gated sdium channel type VIII alpha
K04841,SCN9A, NAV1.7; vltage-gated sdium channel type IX alpha
K04842,SCN10A, NAV1.8; vltage-gated sdium channel type X alpha
K04843,SCN11A, NAV1.9; vltage-gated sdium channel type XI alpha
K04844,ycjT; hypthetical glycsyl hydrlase [EC3.2.1.-]
K04845,SCN1B; vltage-gated sdium channel type I beta
K04846,SCN2B; vltage-gated sdium channel type II beta
K04847,SCN3B; vltage-gated sdium channel type III beta
K04848,SCN4B; vltage-gated sdium channel type IV beta
K04849,CACNA1B, CAV2.2; vltage-dependent calcium channel N type alpha-1B
K04850,CACNA1C, CAV1.2; vltage-dependent calcium channel L type alpha-1C
K04851,CACNA1D, CAV1.3; vltage-dependent calcium channel L type alpha-1D
K04852,CACNA1E, CAV2.3; vltage-dependent calcium channel R type alpha-1E
K04853,CACNA1F, CAV1.4; vltage-dependent calcium channel L type alpha-1F
K04854,CACNA1G, CAV3.1; vltage-dependent calcium channel T type alpha-1G
K04855,CACNA1H, CAV3.2; vltage-dependent calcium channel T type alpha-1H
K04856,CACNA1I, CAV3.3; vltage-dependent calcium channel T type alpha-1I
K04857,CACNA1S, CAV1.1; vltage-dependent calcium channel L type alpha-1S
K04858,CACNA2D1; vltage-dependent calcium channel alpha-2/delta-1
K04859,CACNA2D2; vltage-dependent calcium channel alpha-2/delta-2
K04860,CACNA2D3; vltage-dependent calcium channel alpha-2/delta-3
K04861,CACNA2D4; vltage-dependent calcium channel alpha-2/delta-4
K04862,CACNB1; vltage-dependent calcium channel beta-1
K04863,CACNB2; vltage-dependent calcium channel beta-2
K04864,CACNB3; vltage-dependent calcium channel beta-3
K04865,CACNB4; vltage-dependent calcium channel beta-4
K04866,CACNG1; vltage-dependent calcium channel gamma-1
K04867,CACNG2; vltage-dependent calcium channel gamma-2
K04868,CACNG3; vltage-dependent calcium channel gamma-3
K04869,CACNG4; vltage-dependent calcium channel gamma-4
K04870,CACNG5; vltage-dependent calcium channel gamma-5
K04871,CACNG6; vltage-dependent calcium channel gamma-6
K04872,CACNG7; vltage-dependent calcium channel gamma-7
K04873,CACNG8; vltage-dependent calcium channel gamma-8
K04874,KCNA1, KV1.1; ptassium vltage-gated channel Shaer-related subfamily A member 1
K04875,KCNA2, KV1.2; ptassium vltage-gated channel Shaer-related subfamily A member 2
K04876,KCNA3, KV1.3; ptassium vltage-gated channel Shaer-related subfamily A member 3
K04877,KCNA4, KV1.4; ptassium vltage-gated channel Shaer-related subfamily A member 4
K04878,KCNA5, KV1.5; ptassium vltage-gated channel Shaer-related subfamily A member 5
K04879,KCNA6, KV1.6; ptassium vltage-gated channel Shaer-related subfamily A member 6
K04880,KCNA7, KV1.7; ptassium vltage-gated channel Shaer-related subfamily A member 7
K04881,KCNA10, KV1.8; ptassium vltage-gated channel Shaer-related subfamily A member 10
K04882,KCNAB1; ptassium vltage-gated channel Shaer-related subfamily A, beta member 1
K04883,KCNAB2; ptassium vltage-gated channel Shaer-related subfamily A, beta member 2
K04884,KCNAB3; ptassium vltage-gated channel Shaer-related subfamily A, beta member 3
K04885,KCNB1, KV2.1; ptassium vltage-gated channel Shab-related subfamily B member 1
K04886,KCNB2, KV2.2; ptassium vltage-gated channel Shab-related subfamily B member 2
K04887,KCNC1, KV3.1; ptassium vltage-gated channel Shaw-related subfamily C member 1
K04888,KCNC2, KV3.2; ptassium vltage-gated channel Shaw-related subfamily C member 2
K04889,KCNC3, KV3.3; ptassium vltage-gated channel Shaw-related subfamily C member 3
K04890,KCNC4, KV3.4; ptassium vltage-gated channel Shaw-related subfamily C member 4
K04891,KCND1, KV4.1; ptassium vltage-gated channel Shal-related subfamily D member 1
K04892,KCND2, KV4.2; ptassium vltage-gated channel Shal-related subfamily D member 2
K04893,KCND3, KV4.3; ptassium vltage-gated channel Shal-related subfamily D member 3
K04894,KCNE1; ptassium vltage-gated channel Is-related subfamily E member 1
K04895,KCNE1L; ptassium vltage-gated channel Is-related subfamily E member 1-lie
K04896,KCNE2; ptassium vltage-gated channel Is-related subfamily E member 2
K04897,KCNE3; ptassium vltage-gated channel Is-related subfamily E member 3
K04898,KCNE4; ptassium vltage-gated channel Is-related subfamily E member 4
K04899,KCNF1, KV5.1; ptassium vltage-gated channel subfamily F member 1
K04900,KCNG1, KV6.1; ptassium vltage-gated channel subfamily G member 1
K04901,KCNG2, KV6.2; ptassium vltage-gated channel subfamily G member 2
K04902,KCNG3, KV6.3; ptassium vltage-gated channel subfamily G member 3
K04903,KCNG4, KV6.4; ptassium vltage-gated channel subfamily G member 4
K04904,KCNH1, KV10.1; ptassium vltage-gated channel Eag-related subfamily H member 1
K04905,KCNH2, KV11.1; ptassium vltage-gated channel Eag-related subfamily H member 2
K04906,KCNH3, KV12.2; ptassium vltage-gated channel Eag-related subfamily H member 3
K04907,KCNH4, KV12.3; ptassium vltage-gated channel Eag-related subfamily H member 4
K04908,KCNH5, KV10.2; ptassium vltage-gated channel Eag-related subfamily H member 5
K04909,KCNH6, KV11.2; ptassium vltage-gated channel Eag-related subfamily H member 6
K04910,KCNH7, KV11.3; ptassium vltage-gated channel Eag-related subfamily H member 7
K04911,KCNH8, KV12.1; ptassium vltage-gated channel Eag-related subfamily H member 8
K04912,KCNK1, K2P1.1; ptassium channel subfamily K member 1
K04913,KCNK2, K2P2.1; ptassium channel subfamily K member 2
K04914,KCNK3, K2P3.1; ptassium channel subfamily K member 3
K04915,KCNK4, K2P4.1; ptassium channel subfamily K member 4
K04916,KCNK5, K2P5.1; ptassium channel subfamily K member 5
K04917,KCNK6, K2P6.1; ptassium channel subfamily K member 6
K04918,KCNK7, K2P7.1; ptassium channel subfamily K member 7
K04919,KCNK9, K2P9.1; ptassium channel subfamily K member 9
K04920,KCNK10, K2P10.1; ptassium channel subfamily K member 10
K04921,KCNK12, K2P12.1; ptassium channel subfamily K member 12
K04922,KCNK13, K2P13.1; ptassium channel subfamily K member 13
K04923,KCNK15, K2P15.1; ptassium channel subfamily K member 15
K04924,KCNK16, K2P16.1; ptassium channel subfamily K member 16
K04925,KCNK17, K2P17.1; ptassium channel subfamily K member 17
K04926,KCNQ1, KV7.1; ptassium vltage-gated channel KQT-lie subfamily member 1
K04927,KCNQ2, KV7.2; ptassium vltage-gated channel KQT-lie subfamily member 2
